treatment	OTU	Phylum	Class	Order	Family	Genus	Maximum log2 fold change	C source bioavailability	C assimilation Latency
Palmitic Acid Day 48	OTU.1161	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Candidatus_Microthrix	NA	2.00989652580455	34	0.762140052046897
Palmitic Acid Day 48	OTU.11675	Chloroflexi	Herpetosiphonales	Herpetosiphonaceae	Herpetosiphon	NA	1.83403292998874	36	1.16537798498037
Palmitic Acid Day 48	OTU.1171	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	env.OPS_17	uncultured_bacterium	7.07485197832112	40	1.97009694119742
Palmitic Acid Day 48	OTU.118	Proteobacteria	Deltaproteobacteria	Myxococcales	Cystobacterineae	uncultured	0	43.2857142857143	0.821796091260805
Palmitic Acid Day 48	OTU.119	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Pir4_lineage	1.73864539018879	41	1.24760814669468
Palmitic Acid Day 48	OTU.1199	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	4.46458777495781	34	1.23214368129263
Palmitic Acid Day 48	OTU.12066	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	6.84885304678995	40	0.185484336182344
Palmitic Acid Day 48	OTU.1232	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Iamiaceae	Iamia	5.89222518276939	39.6666666666667	1.49993655677675
Palmitic Acid Day 48	OTU.127	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	uncultured	8.17183559030769	39.6666666666667	0.99184318874549
Palmitic Acid Day 48	OTU.1279	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Sinobacteraceae	uncultured	0	34	0
Palmitic Acid Day 48	OTU.128	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Devosia	6.44814298048508	41.5	1.19182225886613
Palmitic Acid Day 48	OTU.12883	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Candidatus_Microthrix	NA	0	34	0.762140052046897
Palmitic Acid Day 48	OTU.1292	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	uncultured	2.27292385042255	36	1.40037979960324
Palmitic Acid Day 48	OTU.13042	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter	0	41.25	1.13199513682424
Palmitic Acid Day 48	OTU.1310	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	uncultured	3.24775617353913	34	1.23214368129263
Palmitic Acid Day 48	OTU.13226	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomyces	0	40	1.97009694119742
Palmitic Acid Day 48	OTU.13227	Proteobacteria	Deltaproteobacteria	Myxococcales	Sorangiineae	Polyangiaceae	0	34	0.762140052046897
Palmitic Acid Day 48	OTU.13230	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	0	42.6666666666667	0.250679566129379
Palmitic Acid Day 48	OTU.13238	Acidobacteria	Holophagae	43F-1404R	uncultured_bacterium	NA	3.6134247058589	34	0.762140052046897
Palmitic Acid Day 48	OTU.13239	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	uncultured	0	42.6666666666667	0.250679566129379
Palmitic Acid Day 48	OTU.13248	Verrucomicrobia	OPB35_soil_group	Pedosphaera	NA	NA	0	36	1.40037979960324
Palmitic Acid Day 48	OTU.13268	Gemmatimonadetes	AT425-EubC11_terrestrial_group	uncultured_bacterium	NA	NA	3.96286395665489	34	1.23214368129263
Palmitic Acid Day 48	OTU.133	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Arenimonas	2.62064152340074	39.3333333333333	1.83626993343623
Palmitic Acid Day 48	OTU.1338	Verrucomicrobia	Spartobacteria	Chthoniobacterales	FukuN18_freshwater_group	NA	3.68795249813277	36	0.549306144334055
Palmitic Acid Day 48	OTU.1349	Proteobacteria	Deltaproteobacteria	Myxococcales	Sorangiineae	Sandaracinaceae	3.45680679457418	34	1.23214368129263
Palmitic Acid Day 48	OTU.1360	Candidate_division_WS3	uncultured_bacterium	NA	NA	NA	0	42.75	0.654609510603131
Palmitic Acid Day 48	OTU.1383	Chloroflexi	Herpetosiphonales	Herpetosiphonaceae	Herpetosiphon	uncultured_Chloroflexi_bacterium	5.06891133504039	39.3333333333333	1.01484081257447
Palmitic Acid Day 48	OTU.1388	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomyces	2.52444569825779	36	1.16537798498037
Palmitic Acid Day 48	OTU.139	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Flavobacterium	4.3250701447519	34	1.23214368129263
Palmitic Acid Day 48	OTU.14003	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	6.18166331406298	43.625	0.761130609430856
Palmitic Acid Day 48	OTU.14126	Actinobacteria	Acidimicrobiia	Acidimicrobiales	uncultured	uncultured_bacterium	5.15831761129538	40	2.20509875582029
Palmitic Acid Day 48	OTU.1434	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	uncultured	1.52444569825779	34	1.23214368129263
Palmitic Acid Day 48	OTU.144	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	uncultured	0.170857641226297	43.4285714285714	1.4767914453566
Palmitic Acid Day 48	OTU.1461	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	uncultured	1.00611306865071	34	1.23214368129263
Palmitic Acid Day 48	OTU.148	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Gemmata	1.93594224318414	41.25	1.61142995484639
Palmitic Acid Day 48	OTU.153	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomyces	3.85788635114371	36	1.40037979960324
Palmitic Acid Day 48	OTU.156	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	uncultured	2.37945047231459	39.6666666666667	1.49993655677675
Palmitic Acid Day 48	OTU.16	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Thermomonas	2.57732050353854	42.2	1.80466717345557
Palmitic Acid Day 48	OTU.17	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Rhizobacter	2.88526106146236	36	-0.255412811882995
Palmitic Acid Day 48	OTU.1702	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	3.43117515575927	38	0.394590032336139
Palmitic Acid Day 48	OTU.179	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	6.31567457859371	42	1.11073483672507
Palmitic Acid Day 48	OTU.180	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Haloferula	4.97336629211229	42.4	1.51209940898141
Palmitic Acid Day 48	OTU.1806	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	5.25690440012937	34	1.23214368129263
Palmitic Acid Day 48	OTU.181	Bacteroidetes	Cytophagia	Cytophagales	NA	NA	3.14739618707745	42	1.23484053675743
Palmitic Acid Day 48	OTU.1833	Acidobacteria	DA023	uncultured_bacterium	NA	NA	1.00604026877811	34	1.23214368129263
Palmitic Acid Day 48	OTU.1857	JL-ETNP-Z39	uncultured_bacterium	NA	NA	NA	0.116413826320755	34	1.23214368129263
Palmitic Acid Day 48	OTU.2037	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	2.41896011425009	40	0.972955074527657
Palmitic Acid Day 48	OTU.2125	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Rhodopirellula	3.95751691172088	36	1.16537798498037
Palmitic Acid Day 48	OTU.214	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Iamiaceae	Iamia	1.68804962302359	43	1.71142454100154
Palmitic Acid Day 48	OTU.2159	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Iamiaceae	Iamia	0	34	1.23214368129263
Palmitic Acid Day 48	OTU.217	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	uncultured	1.27296798640851	43	1.71142454100154
Palmitic Acid Day 48	OTU.218	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	CL500-29_marine_group	0	43.1428571428571	1.11885916864364
Palmitic Acid Day 48	OTU.2187	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	NA	10.2538894125297	41.4	0.984287943058357
Palmitic Acid Day 48	OTU.220	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Gemmata	1.31946731346848	42.3333333333333	1.05935127678265
Palmitic Acid Day 48	OTU.223	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Ilumatobacter	0.857964357636013	43.4285714285714	1.4767914453566
Palmitic Acid Day 48	OTU.227	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	env.OPS_17	uncultured_bacterium	4.88825121285886	34	0.762140052046897
Palmitic Acid Day 48	OTU.24	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	NA	2.08324403381137	43.25	1.19692500818116
Palmitic Acid Day 48	OTU.2526	Proteobacteria	Alphaproteobacteria	Rhodospirillales	wr0007	NA	0.524445698257793	34	1.23214368129263
Palmitic Acid Day 48	OTU.2682	Proteobacteria	Deltaproteobacteria	Myxococcales	Nannocystineae	Haliangiaceae	0	40	2.20509875582029
Palmitic Acid Day 48	OTU.2711	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	0	42.1666666666667	0.772292940473334
Palmitic Acid Day 48	OTU.2733	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	NS11-12_marine_group	NA	0	40	2.20509875582029
Palmitic Acid Day 48	OTU.287	Proteobacteria	Deltaproteobacteria	Myxococcales	Sorangiineae	uncultured	1.68802139426237	39.3333333333333	1.67960205702098
Palmitic Acid Day 48	OTU.2945	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	10.6859481600339	40.25	0.743882391559118
Palmitic Acid Day 48	OTU.3123	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	uncultured	1.92020130430332	34	1.23214368129263
Palmitic Acid Day 48	OTU.314	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomyces	6.47054905131963	36	0.168236118310606
Palmitic Acid Day 48	OTU.318	Proteobacteria	Deltaproteobacteria	Myxococcales	Sorangiineae	uncultured	1.93595320414665	41	0.895879734614027
Palmitic Acid Day 48	OTU.322	Acidobacteria	DA023	uncultured_bacterium	NA	NA	0.940943467731748	39.5	0.0667656963122613
Palmitic Acid Day 48	OTU.3269	Cyanobacteria	SM1D11	uncultured_bacterium	NA	NA	0	34	0.762140052046897
Palmitic Acid Day 48	OTU.3313	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	NA	4.05223836297197	34	0
Palmitic Acid Day 48	OTU.341	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Paucimonas	1.1710795225	42	0.947263294556447
Palmitic Acid Day 48	OTU.347	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Gemmata	3.10309154806638	39.6666666666667	0.99184318874549
Palmitic Acid Day 48	OTU.353	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	NA	NA	0.827111995693277	39.3333333333333	0.247312448243126
Palmitic Acid Day 48	OTU.355	Armatimonadetes	Armatimonadia	Armatimonadales	Armatimonadaceae	NA	4.96592798568891	39.3333333333333	0.760794128558842
Palmitic Acid Day 48	OTU.357	Proteobacteria	Deltaproteobacteria	Myxococcales	Nannocystineae	Haliangiaceae	7.02112615595725	36	1.16537798498037
Palmitic Acid Day 48	OTU.3579	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Pir4_lineage	0	42.2	1.86632744538647
Palmitic Acid Day 48	OTU.3595	Actinobacteria	Corynebacteriales	Tsukamurellaceae	Tsukamurella	NA	0	34	1.23214368129263
Palmitic Acid Day 48	OTU.365	Verrucomicrobia	Spartobacteria	Chthoniobacterales	FukuN18_freshwater_group	NA	6.32559551752529	38	0.394590032336139
Palmitic Acid Day 48	OTU.379	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	5.44754814339064	40.75	1.10254937791014
Palmitic Acid Day 48	OTU.38	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Ilumatobacter	0.806557334049546	42.5	0.660135528266263
Palmitic Acid Day 48	OTU.3817	Chloroflexi	Herpetosiphonales	Herpetosiphonaceae	Herpetosiphon	uncultured_bacterium	0	34	1.23214368129263
Palmitic Acid Day 48	OTU.3935	Bacteroidetes	Flavobacteria	Flavobacteriales	NS9_marine_group	uncultured_bacterium	0	40	2.20509875582029
Palmitic Acid Day 48	OTU.3984	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	0	34	1.23214368129263
Palmitic Acid Day 48	OTU.406	Actinobacteria	Acidimicrobiia	Acidimicrobiales	uncultured	uncultured_bacterium	0	42.3333333333333	1.52832249289019
Palmitic Acid Day 48	OTU.407	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Shinella	3.21159104964139	42.1666666666667	0.746601160502124
Palmitic Acid Day 48	OTU.411	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	NA	5.82912280457085	34	0
Palmitic Acid Day 48	OTU.416	Proteobacteria	Deltaproteobacteria	Myxococcales	Sorangiineae	Polyangiaceae	1.10947440346424	41.4	0.984287943058357
Palmitic Acid Day 48	OTU.42	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	uncultured	0	43.1428571428571	0.565830452799654
Palmitic Acid Day 48	OTU.421	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomyces	4.49531121372644	36	1.16537798498037
Palmitic Acid Day 48	OTU.4219	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	1.50518792052437	42.1666666666667	1.53982130480468
Palmitic Acid Day 48	OTU.4252	Proteobacteria	Gammaproteobacteria	Thiotrichales	H2-104-2	uncultured_bacterium	0	34	1.23214368129263
Palmitic Acid Day 48	OTU.426	Chloroflexi	S085	uncultured_bacterium	NA	NA	2.68797905267572	40	1.97009694119742
Palmitic Acid Day 48	OTU.446	Proteobacteria	Deltaproteobacteria	Myxococcales	Sorangiineae	Polyangiaceae	5.02609003404835	39.3333333333333	1.52293418060574
Palmitic Acid Day 48	OTU.4552	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	NS11-12_marine_group	uncultured_bacterium	0	40	1.97009694119742
Palmitic Acid Day 48	OTU.4589	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingopyxis	3.31822583867826	39.6666666666667	0.99184318874549
Palmitic Acid Day 48	OTU.462	Candidate_division_WS3	uncultured_bacterium	NA	NA	NA	0.657179638047013	43.7142857142857	1.17506762121433
Palmitic Acid Day 48	OTU.4687	Chloroflexi	KD4-96	NA	NA	NA	5.74999140384689	40.5	1.93560050545395
Palmitic Acid Day 48	OTU.469	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	uncultured	4.62348361242611	36	0.168236118310606
Palmitic Acid Day 48	OTU.48	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingopyxis	9.67687475123211	38	0.112157412207071
Palmitic Acid Day 48	OTU.492	Proteobacteria	Gammaproteobacteria	NKB5	uncultured_bacterium	NA	6.7185595961944	36	0.168236118310606
Palmitic Acid Day 48	OTU.495	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	uncultured	1.22858230524332	36	1.16537798498037
Palmitic Acid Day 48	OTU.498	Planctomycetes	Phycisphaerae	WD2101_soil_group	uncultured_bacterium	NA	3.10951206554849	34	1.23214368129263
Palmitic Acid Day 48	OTU.5	Firmicutes	Bacilli	Bacillales	Planococcaceae	Sporosarcina	1.49146987256676	43.2857142857143	0.591876389484505
Palmitic Acid Day 48	OTU.517	Actinobacteria	Acidimicrobiia	Acidimicrobiales	NA	NA	1.91043698632748	39.6666666666667	1.24588987276112
Palmitic Acid Day 48	OTU.529	Proteobacteria	Deltaproteobacteria	Myxococcales	Nannocystineae	Nannocystaceae	5.32261137613484	40	1.73509512657455
Palmitic Acid Day 48	OTU.531	Proteobacteria	Deltaproteobacteria	Myxococcales	Nannocystineae	Nannocystaceae	1.59098729604967	34	0
Palmitic Acid Day 48	OTU.5346	Proteobacteria	Deltaproteobacteria	Myxococcales	Sorangiineae	Polyangiaceae	4.3394608506623	34	0.762140052046897
Palmitic Acid Day 48	OTU.55	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	6.22630242307682	36	0.168236118310606
Palmitic Acid Day 48	OTU.5560	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Sinobacteraceae	Steroidobacter	4.38745502115534	36	1.16537798498037
Palmitic Acid Day 48	OTU.569	Chloroflexi	Herpetosiphonales	Herpetosiphonaceae	Herpetosiphon	uncultured_Chloroflexi_bacterium	3.64134244501066	39.3333333333333	1.01484081257447
Palmitic Acid Day 48	OTU.574	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Adhaeribacter	5.98071498417799	36	0.549306144334055
Palmitic Acid Day 48	OTU.5882	Actinobacteria	Thermoleophilia	Solirubrobacterales	Patulibacteraceae	Patulibacter	0	34	0.762140052046897
Palmitic Acid Day 48	OTU.599	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Dokdonella	6.78039831606614	36	0.168236118310606
Palmitic Acid Day 48	OTU.618	Verrucomicrobia	Spartobacteria	Chthoniobacterales	LD29	NA	5.82063170187455	40.25	0.955706856655919
Palmitic Acid Day 48	OTU.6329	Bacteroidetes	Flavobacteria	Flavobacteriales	Cryomorphaceae	Fluviicola	0	40	1.97009694119742
Palmitic Acid Day 48	OTU.64	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Azospirillum	6.43051726667111	42.6	0.9939626599152
Palmitic Acid Day 48	OTU.646	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomyces	5.81715072976444	36	1.40037979960324
Palmitic Acid Day 48	OTU.652	Actinobacteria	Acidimicrobiia	Acidimicrobiales	uncultured	uncultured_bacterium	1.09708498270791	39.6666666666667	1.49993655677675
Palmitic Acid Day 48	OTU.653	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Gemmata	5.35167805322549	36	0.930376170357503
Palmitic Acid Day 48	OTU.655	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	NA	NA	3.41896011425009	34	0
Palmitic Acid Day 48	OTU.6619	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Herbaspirillum	0.524445698257793	36	0.549306144334055
Palmitic Acid Day 48	OTU.701	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	uncultured	1.5314594506958	34	1.23214368129263
Palmitic Acid Day 48	OTU.7035	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	NA	0	34	1.23214368129263
Palmitic Acid Day 48	OTU.712	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade	1.74306301273431	34	0.762140052046897
Palmitic Acid Day 48	OTU.718	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured	1.83403292998874	39.3333333333333	1.01484081257447
Palmitic Acid Day 48	OTU.7237	Gemmatimonadetes	S0134_terrestrial_group	uncultured_bacterium	NA	NA	0	34	1.23214368129263
Palmitic Acid Day 48	OTU.7352	Chlorobi	Chlorobia	Chlorobiales	OPB56	uncultured_bacterium	0	34	1.23214368129263
Palmitic Acid Day 48	OTU.7368	Acidobacteria	Candidatus_Chloracidobacterium	uncultured_bacterium	NA	NA	5.25316161079294	36	1.16537798498037
Palmitic Acid Day 48	OTU.752	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	7.70132208357294	43.125	1.05959847209765
Palmitic Acid Day 48	OTU.788	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Blastopirellula	1.70128805371971	40	1.58902691517397
Palmitic Acid Day 48	OTU.797	Armatimonadetes	NA	NA	NA	NA	3.62827549896867	36	0.930376170357503
Palmitic Acid Day 48	OTU.8	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	NA	7.80890373627665	41.6	1.12291737917035
Palmitic Acid Day 48	OTU.813	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Sporocytophaga	0	41	1.74617908002957
Palmitic Acid Day 48	OTU.814	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	NA	1.65004227114834	34	0
Palmitic Acid Day 48	OTU.823	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	uncultured	2.41896011425009	36	0.549306144334055
Palmitic Acid Day 48	OTU.839	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	NA	4.82345525061149	34	0
Palmitic Acid Day 48	OTU.84	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bosea	3.09012611957066	41.4	0.984287943058357
Palmitic Acid Day 48	OTU.8491	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	uncultured	4.27228146061471	40	0.782420061515932
Palmitic Acid Day 48	OTU.85	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Candidatus_Alysiosphaera	uncultured_bacterium	1.62758611592272	42.3333333333333	1.93903705332107
Palmitic Acid Day 48	OTU.8549	Proteobacteria	Alphaproteobacteria	Sphingomonadales	NA	NA	0	39.3333333333333	1.42555537300535
Palmitic Acid Day 48	OTU.8625	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured	3.8268615437551	36	0.930376170357503
Palmitic Acid Day 48	OTU.8864	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	6.83234267429509	39.3333333333333	1.99293780985147
Palmitic Acid Day 48	OTU.899	Proteobacteria	Deltaproteobacteria	Myxococcales	Sorangiineae	Sandaracinaceae	5.1430211049325	36	0.549306144334055
Palmitic Acid Day 48	OTU.9	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	2.4809258124158	41.2	1.58494471572195
Palmitic Acid Day 48	OTU.929	Proteobacteria	Deltaproteobacteria	Myxococcales	Nannocystineae	Haliangiaceae	1.7430630127343	34	1.23214368129263
Palmitic Acid Day 48	OTU.93	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	CL500-29_marine_group	0.0197381577584363	42.8333333333333	1.28308046464682
Palmitic Acid Day 48	OTU.937	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Candidatus_Alysiosphaera	uncultured_bacterium	3.0900909162661	34	1.23214368129263
Palmitic Acid Day 48	OTU.950	Cyanobacteria	SM1D11	uncultured_bacterium	NA	NA	5.46498789549069	36	0.168236118310606
Palmitic Acid Day 48	OTU.9510	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	4.48638128094337	43.4444444444444	0.770704748426006
Palmitic Acid Day 48	OTU.9711	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	3.26789492922907	43.4444444444444	0.770704748426006
Vanillin Day 48	OTU.10	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA	1.58647253706232	44.4	1.83549730942102
Vanillin Day 48	OTU.1004	Proteobacteria	Alphaproteobacteria	MNG3	uncultured_bacterium	NA	5.75254577958111	39.3333333333333	1.17150868898972
Vanillin Day 48	OTU.1013	Proteobacteria	Deltaproteobacteria	Myxococcales	0319-6G20	uncultured_delta_proteobacterium	1.68792594310105	39.3333333333333	1.83626993343623
Vanillin Day 48	OTU.1023	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	uncultured	3.0900909162661	46	3.17805383034795
Vanillin Day 48	OTU.103	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	NA	4.00391084262586	43	1.17150868898972
Vanillin Day 48	OTU.1037	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured	NA	0	45.5	1.03972077083992
Vanillin Day 48	OTU.1043	Acidobacteria	DA023	uncultured_bacterium	NA	NA	0	46	1.94591014905531
Vanillin Day 48	OTU.1049	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Aquicella	3.89441931711407	46	3.17805383034795
Vanillin Day 48	OTU.10526	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus	NA	3.6772489692293	46	1.94591014905531
Vanillin Day 48	OTU.1065	Fibrobacteres	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	uncultured	0	41.25	1.42089494183467
Vanillin Day 48	OTU.1068	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	uncultured	1.70128805371971	46	3.17805383034795
Vanillin Day 48	OTU.10771	Acidobacteria	DA023	uncultured_bacterium	NA	NA	5.39549001893532	46	3.17805383034795
Vanillin Day 48	OTU.1078	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured	uncultured_Gemmatimonadetes_bacterium	6.29747104522599	46	3.17805383034795
Vanillin Day 48	OTU.11020	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	7.0130160382461	42	2.13833305950803
Vanillin Day 48	OTU.112	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Flavisolibacter	0.834856890486579	46	3.17805383034795
Vanillin Day 48	OTU.1152	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured	uncultured_bacterium	0	46	3.17805383034795
Vanillin Day 48	OTU.1157	Proteobacteria	Alphaproteobacteria	Rhodospirillales	I-10	uncultured_bacterium	4.80363438621296	46	3.17805383034795
Vanillin Day 48	OTU.1162	Bacteroidetes	Flavobacteria	Flavobacteriales	Cryomorphaceae	Fluviicola	0	42	2.13833305950803
Vanillin Day 48	OTU.1171	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	env.OPS_17	uncultured_bacterium	7.07485197832112	40	1.97009694119742
Vanillin Day 48	OTU.118	Proteobacteria	Deltaproteobacteria	Myxococcales	Cystobacterineae	uncultured	0	43.2857142857143	0.821796091260805
Vanillin Day 48	OTU.1231	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	NS11-12_marine_group	uncultured_bacterium	3.25660638875805	42	2.3733348741309
Vanillin Day 48	OTU.1261	Acidobacteria	Order_Incertae_Sedis	Family_Incertae_Sedis	Bryobacter	NA	5.8099000338673	46	3.17805383034795
Vanillin Day 48	OTU.1294	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Flexibacter	2.34714903506226	42	2.3733348741309
Vanillin Day 48	OTU.12976	Chloroflexi	Caldilineae	Caldilineales	Caldilineaceae	uncultured	0	46	3.17805383034795
Vanillin Day 48	OTU.13042	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter	0	41.25	1.13199513682424
Vanillin Day 48	OTU.13050	Chloroflexi	S085	NA	NA	NA	5.2155557661644	46	3.17805383034795
Vanillin Day 48	OTU.13133	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	8.42151948468323	44.3333333333333	1.2904003369693
